id,public_id,company_id,lh_id,profile_url,name,logo,type,phone,website,tagline,staff_count,staff_count_range_start,staff_count_range_end,follower_count,description,founded_on,headquarter_country,headquarter_city,headquarter_geographic_area,headquarter_line1,headquarter_line2,headquarter_postal_code,industries,specialities,tags,add_to_target_date,result_created_at, a2ad97e0007af4fd4c264b510ff816acb
"public.io","public.io","11078705","11142","https://www.linkedin.com/company/public.io/","PUBLIC","https://media-exp1.licdn.com/dms/image/C4D0BAQFVeudNwdEIdw/company-logo_400_400/0/1625126732227?e=1639008000&v=beta&t=ti4Nn-LqdEGIRCm0dsZnT3_Ean039mH_sz6xr_5Wjck","PRIVATELY_HELD",,"http://public.io","PUBLIC helps startups transform the public sector","155","11","50","6209","PUBLIC gives technology startups the networks, support, insights and capital to solve public problems and improve the lives of citizens. The team - led by Daniel Korski, ex-deputy head of the No.10 policy unit and venture investor, Alexander de Carvalho - combines expertise in government, technology and finance into a range of programmes like the GovStart programme, a pan-european GovTech accelerator.   Through GovStart, its market-leading insight, well-known events and the technology solutions it builds in-house, PUBLIC has rapidly earned a reputation as a GovTech pioneer and an expert in the role of startups in transforming Europe’s public sector. Its headline event: the annual GovTech Summit, brings together thousands of governments, startups, and investors from across Europe in an effort to break down the barriers that prevent great tech ideas from changing people’s lives.  Visit our website (public.io) to find out more.","2016","GB","London",,,,,"Venture Capital & Private Equity","Technology,research,Digital Transformation,Disruption,Government,venture capital,GovTech,Startups,Public Sector,SMEs,Private Equity",,"2021-08-30T16:16:30.424Z","2021-09-04T22:47:10.413Z","4aae14a095a5e0f50fc38aa42e2f39a2"
"publichello","publichello","10379950","11143","https://www.linkedin.com/company/publichello/","Public.com","https://media-exp1.licdn.com/dms/image/C4D0BAQFPi6eAlbV8NA/company-logo_400_400/0/1623067663892?e=1639008000&v=beta&t=lAcITrRiA92yd3-oF8SC4jssgdLVXRrsZwt9RAnhQRk","PRIVATELY_HELD",,"http://public.com","Public makes the stock market social. Discover companies to believe in and invest with any amount of money.","138","51","200","5345","Public.com is the social investing network where members can own fractional shares of stocks and ETFs, follow popular creators, and share ideas within a community of investors.  The company is headquartered in New York and is a member of FINRA and SIPC. Visit Public.com to download the free app for iOS or Android.","2019","US","New York","New York","1 State Street Plaza","10th Floor","10004","Financial Services",,,"2021-08-30T16:16:30.424Z","2021-09-04T22:49:21.145Z","8f5c1d2315aba20f89976e9b2feea45f"
"publicis-groupe","publicis-groupe","468160","11144","https://www.linkedin.com/company/publicis-groupe/","Publicis Groupe","https://media-exp1.licdn.com/dms/image/C4D0BAQH_gwLCYcUcHQ/company-logo_400_400/0/1625164345744?e=1639008000&v=beta&t=R-Psdw3MSDDEzYqXIJEcM3Q9t1X0oMPYTXsMG-iQ92M","PUBLIC_COMPANY",,"http://www.publicisgroupe.com",,"33632","10001",,"367241","Publicis Groupe is the third largest communications group in the world, a leader in marketing, communication and digital business transformation.   As a platform at the intersection of marketing and digital business transformation, driven through the alchemy of creativity and technology, Publicis Groupe is built on The Power of One. Publicis Groupe offers its clients seamless access to the expertise of its 80,000 talents across four Solution hubs: creative with Publicis Communications (Publicis Worldwide, Saatchi & Saatchi, Leo Burnett, BBH, Marcel, Fallon, MSL, Prodigious), media services with Publicis Media (Starcom, Zenith, Spark Foundry, Blue 449, Performics, Digitas), digital business transformation with Publicis.Sapient and health & wellness communications with Publicis Health.  Publicis Groupe’s agencies are present in over 100 countries around the world.  Founded in 1926 by Marcel Bleustein-Blanchet, the “father of French advertising”, Publicis Groupe is today led by its third CEO in its history, Arthur Sadoun, Chairman & CEO. Maurice Lévy, who led the company for 30 years until June 2017, is today the Chairman of the Groupe’s Supervisory Board.    Facebook: http://www.facebook.com/publicisgroupe Twitter: @PublicisGroupe Youtube: http://www.youtube.com/publicisgroupe Website: www.publicisgroupe.com ","1926","FR","Paris","Ile de France","133, avenue des Champs-Elysées",,"75008","Marketing & Advertising","Marketing,Advertising,Technology,Media,Consulting,Communications,Digital Transformation,Production,Healthcare Communications,PR & Strategic Communications",,"2021-08-30T16:16:30.424Z","2021-09-04T22:50:29.403Z","25f8d14f83cfe8d72aee4a133354b41c"
"publicissapient","publicissapient","10801655","6388","https://www.linkedin.com/company/publicissapient/","Publicis Sapient","https://media-exp1.licdn.com/dms/image/C4D0BAQG8r6ylMvNh_Q/company-logo_400_400/0/1626278855151?e=1639008000&v=beta&t=y5rNpcCbXMNXhDiEjSa-oILnXiAPQ2kRwVIh0tagCE8","PUBLIC_COMPANY",,"http://publicissapient.com/","We help people thrive in the brave pursuit of Next.","21030","10001",,"373634","Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. As digital pioneers with 20,000 people and 53 offices around the globe, our experience spanning technology, data sciences, consulting and customer obsession – combined with our culture of curiosity and relentlessness – enables us to accelerate our clients’ businesses through designing the products and services their customers truly value. Publicis Sapient is the digital business transformation hub of Publicis Groupe. For more information, visit publicissapient.com.","1990","US","Boston","Massachusetts","40 Water St",,"02109","Information Technology & Services","Technology,Consulting,Experience",,"2021-08-30T16:16:30.424Z","2021-09-04T22:50:33.671Z","08cebba6fbd353e13d90e7738d824ebe"
"pwc","pwc","1044","1166","https://www.linkedin.com/company/pwc/","PwC","https://media-exp1.licdn.com/dms/image/C4D0BAQFgGCanagq95g/company-logo_400_400/0/1625142822638?e=1639008000&v=beta&t=7H2hqAvZ2lDVHzzLGuMzn9AiEcQpTdvoQPCvtjwctH8","PRIVATELY_HELD",,"https://www.pwc.com/gx/en",,"250917","10001",,"3688227","At PwC, our purpose is to build trust in society and solve important problems. We’re a network of firms in 155 countries with over 284,000 people who are committed to delivering quality in assurance, advisory and tax services. Find out more and tell us what matters to you by visiting us at www.pwc.com.  PwC refers to the PwC network and/or one or more of its member firms, each of which is a separate legal entity.  Content on this page has been prepared for general information only and is not intended to be relied upon as accounting, tax or professional advice. Please reach out to your advisors for specific advice.   ",,"GB",,,"1 Embankment Place",,,"Accounting","Assurance,Tax,Advisory",,"2021-08-30T16:16:30.424Z","2021-09-04T22:51:03.501Z","06963fbaa5b75b6b9e72273610ede4e7"
"quickbase","quickbase","2845325","9436","https://www.linkedin.com/company/quickbase/","Quickbase","https://media-exp1.licdn.com/dms/image/C4E0BAQEH-vsQN4LLEg/company-logo_400_400/0/1625772469429?e=1639008000&v=beta&t=Z6JsRyWGrc4DIA8RYvZVQoigyRa4C4AQ-cMDBsDgDt0","PRIVATELY_HELD",,"http://quickbase.com","Unlock the potential of your digital operations with our no-code platform.","577","201","500","11964","Quickbase provides a no-code operational agility platform that enables organizations to improve operations through real time insights and automation across complex processes and disparate systems. Our goal is to help companies achieve operational agility – to be more responsive to customers, more engaging to employees and as adaptable as possible to what’s next. Quick Base helps nearly 6,000 customers, including over 80 percent of the Fortune 50. Visit quickbase.com to learn more. ",,"US","Cambridge","Massachusetts","150 CambridgePark Drive",,"02140","Computer Software","Digital Transformation,business process improvement,customizable business applications,low-code rapid application development,citizen development,automated reporting",,"2021-08-30T16:16:30.424Z","2021-09-04T22:52:26.694Z","04140e10870be621e9ba0437906bcb60"
"region-norrbotten","region-norrbotten","282830","11147","https://www.linkedin.com/company/region-norrbotten/","Region Norrbotten","https://media-exp1.licdn.com/dms/image/C510BAQE3_Bvf7MKtBg/company-logo_400_400/0/1519882443316?e=1639008000&v=beta&t=Mpw_-XQxozpoUWEKru10tRwC9e9yQjsiGG0AjYofXfc","GOVERNMENT_AGENCY",,"http://www.norrbotten.se","Region Norrbotten bedriver hälso- och sjukvård, tandvård, regional utveckling och kultur för alla våra invånare.","2120","5001","10000","5869","Region Norrbotten  – a knowledge-based organisation Region Norrbotten is one of the leading regions in Sweden in terms of IT-based solutions in healthcare and medical care. However, it is our employees who are the most important. Our skilled and competent personnel, with their experience and knowledge, makes the lives of the people of Norrbotten better and more secure. The region is an organisation with many different kind of activities and types of professions. Our most important mission is to provide good healthcare and medical care. The region also works in other important and exciting areas such as dental care, culture, education, as well as regional development.","1863","SE","Luleå",,"Robertsviksgatan 7",,"97189","Hospital & Health Care",,,"2021-08-30T16:16:30.424Z","2021-09-04T22:53:39.346Z","b999bdb4518e9ad614858be4b712660c"
"region-uppsala","region-uppsala","55637","11148","https://www.linkedin.com/company/region-uppsala/","Region Uppsala","https://media-exp1.licdn.com/dms/image/C4E0BAQFO6e0_rHt9Lg/company-logo_400_400/0/1519856981070?e=1639008000&v=beta&t=PFypbWO9kdakQFuqnXt6JZmWBYyDSYMeGqvYEKAKhbI","GOVERNMENT_AGENCY","018-611 00 00","http://www.regionuppsala.se","Här växer kunskap och människor!","5158","10001",,"8775","Region Uppsala hjälper alla i länet att vara friska och må bra. Vi erbjuder en jämlik och jämställd hälso- och sjukvård präglad av hög kvalitet och stor omtanke, där man får snabb hjälp och där pengarna används på bästa möjliga sätt.   Vi har över 11 500 anställda och vi arbetar med hälso- och sjukvård, tandvård, fastighetsservice, kultur och kollektivtrafik. Mycket verksamhet bedrivs inom högspecialiserad vård och teknik med många kopplingar till universitet och forskning. Vår ledstjärna är att hjälpa alla i länet att vara friska och må bra. Genom kollektivtrafik, kulturliv och en hållbar regional utveckling skapar vi också förutsättningar för ett gott liv i länet.  Här växer kunskap och människor! Som en av Uppsala län största arbetsgivare kan vi erbjuda dig ett yrkesliv med stor variation och en omväxlande vardag med många karriärmöjligheter. Kanske vill du bredda din kompetens, forska eller bli specialist? Hos oss ryms många verksamheter och kompetenser i en mängd olika yrken vilket även öppnar möjligheter för att byta tjänst internt. Hos oss kan du växa på många sätt.","1863","SE","Uppsala","Uppsala län","Storgatan 27",,"753 31","Government Administration","Sjukvård,Tandvård,Kollektivtrafik,Fastighetsservice,Regional utveckling,Kultur och bildning,Hållbar utveckling,Hälsovård,Politik,Regionfullmäktige,Regionstyrelsen",,"2021-08-30T16:16:30.424Z","2021-09-04T22:53:42.862Z","ff88d64feb6a887910794db8e71ac676"
"regionf-rbundet-j-nk-pings-l-n","regionf-rbundet-j-nk-pings-l-n","1347781","11149","https://www.linkedin.com/company/regionf-rbundet-j-nk-pings-l-n/","Region Jönköpings Län",,,,,,"24",,,"123",,,,,,,,,"Government Administration",,,"2021-08-30T16:16:30.424Z","2021-09-04T22:55:42.567Z","08028f1a66232317598e1c408f3d2199"
"regionjkpg","regionjkpg","413126","11150","https://www.linkedin.com/company/regionjkpg/","Region Jönköpings län","https://media-exp1.licdn.com/dms/image/C560BAQHMq10PgUCgTA/company-logo_400_400/0/1551873295239?e=1639008000&v=beta&t=_vIHtOPAkfGD_m6_ZcuXpw86hEpoKXKnNpR_HHoS-pk","GOVERNMENT_AGENCY",,"http://www.rjl.se",,"3467","10001",,"8432","Region Jönköpings län har höga ambitioner för framtiden. Vi gillar att förväntningarna på oss är stora. Därför behöver vi dina kunskaper och din kompetens, ditt engagemang och din energi.  Hos Region Jönköpings län – en av länets största arbetsgivare – jobbar runt 10 000 personer inom ett 100-tal olika yrken och inriktningar. Sjuksköterskor, läkare, ekonomer, tandhygienister, tandläkare, fastighetstekniker och biomedicinska analytiker arbetar samtliga med målet att hjälpa människor i alla åldrar till ett bra liv.   Upptäck alla de möjligheter du har i en professionell och internationell arbetsmiljö – där förändring innebär förbättring och ansvar betyder utveckling. Bli en av oss!",,"SE","Jönköping",,"Box 1024",,"55111","Civic & Social Organization",,,"2021-08-30T16:16:30.424Z","2021-09-04T22:59:53.310Z","d70df09d1625d5734d620ba93533f85c"
"regionkalmar-se","regionkalmar-se","91870","11151","https://www.linkedin.com/company/regionkalmar-se/","Region Kalmar län","https://media-exp1.licdn.com/dms/image/C4E0BAQF2A09fagv-7Q/company-logo_400_400/0/1630059937311?e=1639008000&v=beta&t=o1lcow9ebVMyZyuFh30F8TzHuwPAMQ16ORkYsvFwgDY","GOVERNMENT_AGENCY",,"http://www.regionkalmar.se","Du möter oss varje dag. Tillsammans arbetar vi för din hälsa och hela länets utveckling.","1961","5001","10000","5725","Vi som jobbar på Region Kalmar län möter människor i livets alla skeden. Våra 7 000 medarbetare arbetar inom flera olika områden med ett och samma mål – ett friskare, tryggare och rikare liv för länets alla invånare.  Våra medarbetare är vår största tillgång. De flesta arbetar länge hos oss och undersökningar visar att de trivs och kan utvecklas på sina arbetsplatser. Därför hittar vi också många av våra blivande chefer bland våra egna medarbetare.  Vi är stolta över att vi når goda resultat i mätningar och rankingar. Vi gör det tack vare att våra medarbetare ständigt utvecklar verksamheten. Vårt systematiska kvalitets- och förbättringsarbete kallas ”Varje dag, lite bättre – kraften hos många” och genomsyrar hela vår verksamhet. Vi bedriver även forskning för att få en ökad förståelse och använda vetenskap för att ge våra invånare en ännu bättre hälso- och sjukvård.  Vi har mer än 250 olika yrkesbefattningar. Utöver hälso- och sjukvårdsyrken har vi trafikledare, lärare samt ingenjörer inom IT, medicinteknik, bygg och fastighetsdrift. Vi har även många experter inom ekonomi, HR, kommunikation, upphandling, miljö och hållbar utveckling samt över 300 chefer.  Vi har hand om stora byggprojekt, komplexa fastigheter och utrustningar och arbetar med avancerad IT och teknik. Med cirka 800 servrar, 7 700 klienter och 200 IT-system har vi Kalmar läns största och mest komplexa IT-arbetsplats. Det är extra viktigt att den tekniska utrustningen fungerar och utvecklas, eftersom det kan innebära skillnaden mellan liv och död.  Region Kalmar län är länets största arbetsgivare och ansvarar för hälso- och sjukvård, tandvård, regional utveckling, utbildning, kultur och kollektivtrafik för hela länet. Vi vill vara en arbetsgivare under hela arbetslivet. Vi bryr oss om varandra och erbjuder arbetsvillkor och förmåner för den egna personliga utvecklingen, hälsan, ekonomin, tryggheten och livskvalitén.  2019 gick Landstinget i Kalmar län och Regionförbundet samman till Region Kalmar län.",,"SE",,,,,,"Hospital & Health Care",,,"2021-08-30T16:16:30.424Z","2021-09-04T23:02:47.302Z","297d9cfbd1596af982ecdab18ebe9bf9"
"renaissance-learning","renaissance-learning","14819","11152","https://www.linkedin.com/company/renaissance-learning/","Renaissance Learning","https://media-exp1.licdn.com/dms/image/C4D0BAQFzZPV6LtA2_g/company-logo_400_400/0/1524679824169?e=1639008000&v=beta&t=4xEs2VdzCa5XCANc8KAVsKbKzd73kVeBlGX9TrWe-to","PRIVATELY_HELD","(800) 338-4204","https://www.renaissance.com/","We're on a mission to accelerate learning for all!","1103","1001","5000","32046","As a global leader in assessment, reading, and math solutions for pre-K–12 schools and districts, Renaissance is committed to providing educators with insights and resources to accelerate growth and help all students build a strong foundation for success. Renaissance solutions are used in over one-third of US schools and in more than 100 countries worldwide.  The Renaissance portfolio includes Star Assessments, for reliable, accurate insights into K–12 student learning; myIGDIs, for accurate assessment of early learning; myON, to increase students’ access to high-quality reading materials; Accelerated Reader, to support independent reading practice; Freckle, for teacher-led differentiated instruction; and Schoolzilla, to give educators actionable insights into trends in student attendance and achievement.","1986","US","Wisconsin Rapids","WI","2911 Peach Street",,"54494","E-learning","Education,edtech,K-12,Assessment,Educational Software,Reading Practice,Math Practice,Professional Development",,"2021-08-30T16:16:30.424Z","2021-09-04T23:02:51.919Z","686cd357a82dd56d1eab4d867fb82a70"
"retail-options","retail-options","3013882","11153","https://www.linkedin.com/company/retail-options/","Retail Options","https://media-exp1.licdn.com/dms/image/C510BAQHFdGhYJeVIXg/company-logo_400_400/0/1519910659503?e=1639008000&v=beta&t=RXT9q5QYEyyNguVLAzWuJg9zvjV-6S1FWfMxpOeV-ZA","PRIVATELY_HELD",,"http://www.retail-options.com","Collaborative. Talent. Acquisition It’s what we do.","124","2","10","15082","We are a search firm that covers the retail industry, our ""sweet spot""​ is finding field level talent to fill clients opportunities. From Assistant and Store Managers to District, Regional and VP of Stores we have been successful in placing candidates with company's from the Apparel, Luxury, Home Furnishings, Big Box and Specialty Food businesses. Our approach is somewhat different as our office hours are retail hours, working days, nights and weekends to connect with retailers while they are working. As former retailers we understand the sense of urgency it takes in filling those key field positions. Our success has come from finding candidates in geographically challenging areas and when ""All else has failed""​","2011","US","Beaufort","South Carolina",,,"29906","Retail","Human Resources,Talent Management,Sales Generation,Store Operations",,"2021-08-30T16:16:30.424Z","2021-09-04T23:02:55.596Z","94fe2787c1fea581b06dca4e6fbe9e76"
"ripple-logics","ripple-logics","40730780","11154","https://www.linkedin.com/company/ripple-logics/","Ripple Logics ","https://media-exp1.licdn.com/dms/image/C560BAQEs9_OmangmhA/company-logo_400_400/0/1609015703584?e=1639008000&v=beta&t=g313mT1rjArJXsFWhZQpNiV7XuOkmoHH8VDjjzJtnhQ","PARTNERSHIP",,"http://www.ripplelogics.com","Software Services Company","5","2","10","4280","We are software services company focusing on field service solutions, SCADA implementations, cloud migrations, Dynamics CRM, Data Analytics and Business Intelligence",,"US","Addison","Texas",,,"75001","Information Technology & Services",,,"2021-08-30T16:16:30.424Z","2021-09-04T23:03:01.755Z","1541d0a10d7d2484dd92c5eda0702aad"
"robert-walters","robert-walters","165757","11155","https://www.linkedin.com/company/robert-walters/","Robert Walters","https://media-exp1.licdn.com/dms/image/C560BAQFUmT7K7BfabQ/company-logo_400_400/0/1583170283781?e=1639008000&v=beta&t=Hc0yhRzjFRPSNlTLhgn-9Pdz18lFHgnqicJQ05y_VMw","PUBLIC_COMPANY",,"https://www.robertwalters.com","Professional recruitment specialists","5203","1001","5000","889757","Over the last 36 years, Robert Walters has grown and so have our ambitions. We now employ over 3,200 talented staff across 31 countries. Businesses world-wide rely on us to find the very best specialist professionals to drive their business forward. Why? Because those same professionals trust us to manage their long-term careers.   We're proud to be a world-leading recruitment consultancy and part of the top four Most Socially Engaged recruiters on LinkedIn. We also have a successful recruitment outsourcing business called Resource Solutions and a clerical recruitment brand operating in Europe called Walters People.  Our philosophy:   We don't aim to be the biggest recruitment consultancy but we do aim to be the best. We help businesses build  powerful teams that deliver against exceptionally high standards by holding ourselves up to those same values. Quality and integrity are our watchwords and we like to think we're different. Here's a flavour of why:  • We have specialist recruitment teams who are experts in their area. Whether they're recruiting in accountancy, HR or legal, you won't find them working outside their area of expertise • Our consultants don't work on commission, but instead rely on team work to ensure the right person is placed in the right job • We will never send out your CV without express permission. Quite simply, we don't think it's right  We're proud of what we've achieved so far. But we don't look back, we're always innovating:  • We were the first recruitment consultancy to launch a recruitment outsourcing business • The first to launch a Global Salary Survey • We were the first to launch a salary checker app for iPhone and launched a Manga interview app","1985","GB","London","Greater London","11 Slingsby Place, St. Martin's Courtyard",,"WC2E 9AB","Staffing & Recruiting","Investment Management,Insurance,IT,Engineering,HR,Legal,Tax,Accountancy & Finance,Marketing & Sales,Banking & Financial Services,Risk & Compliance,Secretarial,Treasury,Supply Chain & Procurement",,"2021-08-30T16:16:30.424Z","2021-09-04T23:03:46.611Z","a78898cc249d3a54c790c421fccbeb5e"
"roverdotcom","roverdotcom","2686335","7128","https://www.linkedin.com/company/roverdotcom/","Rover.com","https://media-exp1.licdn.com/dms/image/C4D0BAQH5Nj0Zf25Qbw/company-logo_400_400/0/1519931495473?e=1639008000&v=beta&t=HexmYVzS__te7DQgxVigsjcUKqW1vBLbb4GdQ6Sj4pQ","PUBLIC_COMPANY",,"http://www.rover.com","Connecting dog and cat parents with loving pet sitters and dog walkers in their neighborhoods. ","5487","201","500","25476","We believe everyone deserves the unconditional love of a pet, and Rover exists to make it easier to experience that love. The Rover app and website connect dog and cat parents with loving pet sitters and dog walkers in neighborhoods across the US, Canada, the UK, and Europe.  We empower our community of loving pet sitters and dog walkers to run their pet care businesses on Rover with the tools and security of our global company to back them. This includes access to a support team that’s available 24/7, the Rover Guarantee and sitter background checks to put their clients’ minds at ease, and photo updates so pet parents can keep up with their pets’ every adventure. ","2011","US","Seattle","Washington","720 Olive Way",,"98101","Consumer Services","E-commerce,Technology,Dog sitters,Dog boarding,Dogs,Dog walking,Dog Grooming",,"2021-08-30T16:16:30.424Z","2021-09-04T23:04:32.075Z","23a4fa855eac680f57f561e5c831c114"
"rtl-nederland","rtl-nederland","6376","11156","https://www.linkedin.com/company/rtl-nederland/","RTL","https://media-exp1.licdn.com/dms/image/C4D0BAQFiM__Bw3bG2w/company-logo_400_400/0/1519856323205?e=1639008000&v=beta&t=ypWfBCN9ipDLzrQjVhaqkeXeWdVeFyWqw_FxhxFtqj8","PUBLIC_COMPANY",,"http://www.werkenbijrtl.nl","Add your story #teamRTL","1399","501","1000","30666","Bij RTL raakt je carrière in versnelling en kun je echt je footprint te zetten.  Want bij RTL werk je voor de vele media/video touchpoints waarmee we dagelijks miljoenen kijkers bereiken. Kijkers die we willen raken in hoofd en hart met verhalen waarmee we het verschil maken. Maatschappelijke verhalen die we met liefde maken, voor alle kanalen waar de kijker is. Lineaire TV- kanalen zoals RTL4 en RTL 5, de nieuwsplatformen zoals RTL Nieuws en RTLZ, ons influencersnetwerk en hèt eerste grote VOD-platform van Nederland: Videoland.  Je werkt in een inclusive omgeving en wordt omringd door een veelheid van experts met een ondernemersgeest. Past dat bij jou? Dan krijg je bij RTL alle kansen en tools om jouw ideeën en doelen – en die van RTL- te realiseren. Je inzet wordt beloond: in de vorm van goede arbeidsvoorwaarden èn door de aandacht en mogelijkheden die we je geven. Want talent krijgt bij ons een podium;  breng ons jouw kennis en visie en we investeren graag in mensen zoals jij!  Internationaal RTL Nederland is 100% dochter van RTL Group, Europa’s grootste tv-, radio- en productiebedrijf. RTL Group is voor 75,1 procent in handen van Bertelsmann, een groot internationaal mediaconcern. Zusterbedrijven van RTL Group zijn de uitgeverijen Penguin Random House en Gruner + Jahr, music company BMG en customer service provider Arvato. ","1989","NL","Hilversum",,"Barend en Van Dorpweg 2",,"1217 WP","Broadcast Media","Advertising,Digital,Tech,Technology,Media,Innovation,entertainment,news,television,events,Production,broadcasting,entrepeneurship,ventures,video-on-demand,multimedia,programming,performance driven,tech development,Softwaredevelopment",,"2021-08-30T16:16:30.424Z","2021-09-04T23:04:36.044Z","a3ef02cca1490e71ba4ef19bb5158532"
"rxnt","rxnt","989593","11157","https://www.linkedin.com/company/rxnt/","RXNT","https://media-exp1.licdn.com/dms/image/C4E0BAQG-1CP2Y168sA/company-logo_400_400/0/1565730363041?e=1639008000&v=beta&t=4FIZl-5Rtrtb6bBSMShwu1EPAmG7XHPYmyg99jLx0Js","PRIVATELY_HELD","(800) 943-7968","https://www.rxnt.com","Integrated, cloud-based healthcare office software for practice and specialties of all sizes across the United States.","69","51","200","9170","In 1999, RXNT revolutionized the way providers wrote prescriptions using a cloud-based solution that is still the gold standard today. Our focus on constant innovation allows us to bring the best solutions to market at an affordable cost. We provide the tools that allow thousands of healthcare providers to focus on doing what they do best—delivering patient care.  For more information about strategic partnerships or our products, please contact us at (800) 943-7968, sales@rxnt.com, or visit www.rxnt.com.  To see our current open positions, visit rxnt.com/careers.","1999","US","Annapolis","Maryland","1449 Whitehall Road",,"21409","Information Technology & Services","Electronic Health Records,Medical Practice Management,Electronic Prescribing,Electronic Prescribing of Controlled Substances,Medical Billing Software,Medical Scheduling Software,ICD-10,Web-based,EHR,eRx,EPCS,Patient Portal,Billing Solutions,Electronic Medical Records,Patient Scheduling,Cloud-based,EMR,MIPS,Meaningful Use,Clearinghouse Service,Population Health Management,MACRA,Revenue Cycle Management,Claims Management,Healthcare Data Analytics",,"2021-08-30T16:16:30.424Z","2021-09-04T23:04:39.928Z","dbd905488bd49a23aebe709cd405c756"
"sahlgrenska-university-hospital","sahlgrenska-university-hospital","12299","11158","https://www.linkedin.com/company/sahlgrenska-university-hospital/","Sahlgrenska University Hospital","https://media-exp1.licdn.com/dms/image/C560BAQFj9gEYbFCPFQ/company-logo_400_400/0/1519856585251?e=1639008000&v=beta&t=lyDb9w5EhZ3JRmuoWXqDeKkoeyjH7C3S077SlnPEC3M","PUBLIC_COMPANY",,"http://www.sahlgrenska.se",,"4823","10001",,"16041","Sahlgrenska University Hospital (SU) provides emergency and basic care for the Göteborg region, and its 700,000 inhabitants, and highly specialised care for West Sweden, with 1.7 million inhabitants. SU is also the country´s centre for certain specialised care, especially in paediatrics (paediatric heart surgery, incubator care for premature babies, as well as the treatment in paediatric endocrinology). SU is also well known for its successful transplant activity, treatment of cardio-vascular diseases, immunology (research into rejection mechanisms) as well as research into vaccines.   SU was founded in 1997 when three hospitals merged; Mölndal Hospital, Sahlgrenska Hospital and Östra Hospital. Since 1999 Sahlgrenska University Hospital is a part of Västra Götaland Region.  SU is one of six teaching hospitals with medical education in Sweden. The hospital provides an infrastructure necessary for teaching and research in cooperation with the Sahlgrenska Academy at the University of Gothenburg.  Sahlgrenska International Care Sahlgrenska International Care is your gateway to highly specialized healthcare services at Sahlgrenska University Hospital. We offer the following services to customers worldwide:  Medical care Specialist training in Medicine and Dentistry Consulting International material aid","1997","SE","Göteborg","Västra Gotaland","Sahlgrenska Universitetssjukhuset",,"413 45","Hospital & Health Care",,,"2021-08-30T16:16:30.424Z","2021-09-04T23:05:43.992Z","b5f8cf7bdf0f95403aa37c9b90e4d757"
"saint-paul-public-schools","saint-paul-public-schools","22335","11159","https://www.linkedin.com/company/saint-paul-public-schools/","Saint Paul Public Schools","https://media-exp1.licdn.com/dms/image/C4E0BAQEAvOX8n2W7eA/company-logo_400_400/0/1519856081153?e=1639008000&v=beta&t=WmEG2RqHDkx9eHMB5nOIP_fVhGpORU9s0EJMPq3-uY4","EDUCATIONAL",,"http://www.spps.org","Inspire students to think critically, pursue their dreams and change the world.","2226","1001","5000","4649","With more than 38,000 students, Saint Paul Public Schools (SPPS) is Minnesota's second-largest school district. Through highly trained and deeply dedicated staff, innovative education programs, and the support of our community, we offer students and families a world of opportunities.  Our student population is diverse. Students hail from countries throughout the world, speak more than 70 languages and dialects, and come to the district with an array of educational experiences and skills. Their experiences help us create a multicultural educational energy that supplements classroom lessons and helps all students and staff develop a better understanding of the world in which they live.","1856","US","St Paul","MN","360 Colborne St",,"55102","Education Management","A premier education for all!",,"2021-08-30T16:16:30.424Z","2021-09-04T23:06:25.738Z","d55716910b6f55880b2d3a1aa3a8957c"
"salesforce","salesforce","3185","2013","https://www.linkedin.com/company/salesforce/","Salesforce","https://media-exp1.licdn.com/dms/image/C560BAQHZ9xYomLW7zg/company-logo_400_400/0/1591198956689?e=1639008000&v=beta&t=xKwLy3gW3vNyluwIjcufVVo99HMFpDqb3Ue89gg18jc","PUBLIC_COMPANY",,"http://www.salesforce.com",,"59791","10001",,"3028387","We bring companies and customers together on the #1 CRM. Sharing the news, events, and innovation you need to change the world for good.   Privacy Statement: http://www.salesforce.com/company/privacy/",,"US","San Francisco","CA","1 Market",,"94105","Internet","customer relationship management,Enterprise Cloud Computing",,"2021-08-30T16:16:30.424Z","2021-09-04T23:06:56.751Z","ae963db8d989db9a6adfd65bd6a6a479"
"salt-pay","salt-pay","29304764","11160","https://www.linkedin.com/company/salt-pay/","SaltPay","https://media-exp1.licdn.com/dms/image/C4D0BAQENFHJYreQdAQ/company-logo_400_400/0/1620214529180?e=1639008000&v=beta&t=shav9xgqdScf5iWPgPRUOfzCAnbMK45h93OkBP-Zns0","PRIVATELY_HELD",,"http://www.saltpay.co","We are changing the payment status quo in Europe. Do you believe in the impossible?","304","501","1000","19553","Small businesses are the foundation of vibrant and dynamic societies, but are all too often neglected by big service providers – small merchants pay too much for payments in hidden fees, customer service is focused on the “big guy,” and set up is slow.  We’re building a payments company that’s different – an ecosystem of services to automate your operations and grow your profits. Imagine onboarding in minutes (not days), service that’s truly personal and products designed to support you at each stage of growth.  Salt is rethinking business services to help make your business hum.  it’s time for change.  We hope you’ll join us!","2019","GB","London","England",,,"SE1 8ND","Financial Services","Startup,FinTech,Payments",,"2021-08-30T16:16:30.424Z","2021-09-04T23:08:05.015Z","7467187a974edb9ac7e26ff5474948a4"
